,Code,Name,Country,Exchange,Currency,Type,Isin,F-Score,PEG-Ratio,Industry,Sector,Price to Book,Market Cap,50 Day Av,200 Day Av,Profit Margin,Gross Margin
574,0670.HK,China Eastern Airlines Corporation Limited,Hong Kong,HK,HKD,Common Stock,CNE1000002K5,,,,,,,,,,
575,0672.HK,Zhong An Group Limited,Hong Kong,HK,HKD,Common Stock,KYG9898N1161,,,,,,,,,,
576,0673.HK,China Health Group Limited,Hong Kong,HK,HKD,Common Stock,BMG2107P1059,,,,,,,,,,
577,0674.HK,China Tangshang Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG2197S1008,,,,,,,,,,
578,0675.HK,K & P International Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG5313X1011,,,,,,,,,,
579,0676.HK,Pegasus International Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG6977B1046,,,,,,,,,,
580,0677.HK,Golden Resources Development International Limited,Hong Kong,HK,HKD,Common Stock,BMG3958B1046,,,,,,,,,,
581,0678.HK,Genting Hong Kong Limited,Hong Kong,HK,HKD,Common Stock,BMG3924T1062,,,,,,,,,,
582,0679.HK,Asia Tele-Net and Technology Corporation Limited,Hong Kong,HK,HKD,Common Stock,BMG0534V1256,,,,,,,,,,
583,0680.HK,Nan Hai Corporation Limited,Hong Kong,HK,HKD,Common Stock,BMG6389N1002,,,,,,,,,,
584,0681.HK,Chinese People Holdings Company Limited,Hong Kong,HK,HKD,Common Stock,BMG2112G1087,,,,,,,,,,
585,0682.HK,Chaoda Modern Agriculture (Holdings) Limited,Hong Kong,HK,HKD,Common Stock,KYG2046Q1073,,,,,,,,,,
586,0683.HK,Kerry Properties Limited,Hong Kong,HK,HKD,Common Stock,BMG524401079,,,,,,,,,,
587,0684.HK,Allan International Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG017541035,,,,,,,,,,
588,0685.HK,Media Chinese International Limited,Hong Kong,HK,HKD,Common Stock,BMG5959D1048,,,,,,,,,,
589,0686.HK,Beijing Energy International Holding Co. Ltd,Hong Kong,HK,HKD,Common Stock,BMG1146K1018,,,,,,,,,,
590,0687.HK,Tysan Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG4643K1036,,,,,,,,,,
591,0688.HK,China Overseas Land & Investment Limited,Hong Kong,HK,HKD,Common Stock,HK0688002218,,,,,,,,,,
592,0689.HK,EPI (Holdings) Limited,Hong Kong,HK,HKD,Common Stock,BMG3155U1374,,,,,,,,,,
593,0690.HK,Uni-Bio Science Group Limited,Hong Kong,HK,HKD,Common Stock,KYG9198H1406,,,,,,,,,,
594,0691.HK,China Shanshui Cement Group Limited,Hong Kong,HK,HKD,Common Stock,KYG2116M1015,,,,,,,,,,
595,0693.HK,Tan Chong International Limited,Hong Kong,HK,HKD,Common Stock,BMG8667Z1023,,,,,,,,,,
596,0694.HK,Beijing Capital International Airport Company Limited,Hong Kong,HK,HKD,Common Stock,CNE100000221,,,,,,,,,,
597,0695.HK,Dongwu Cement International Limited,Hong Kong,HK,HKD,Common Stock,KYG281601024,,,,,,,,,,
598,0696.HK,TravelSky Technology Limited,Hong Kong,HK,HKD,Common Stock,CNE1000004J3,,,,,,,,,,
599,06969.HK,Smoore International Holdings Ltd Ordinary Shares,Hong Kong,HK,HKD,Common Stock,,,,,,,,,,,
600,0697.HK,Shoucheng Holdings Limited,Hong Kong,HK,HKD,Common Stock,HK0000592854,,,,,,,,,,
601,0698.HK,Tongda Group Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG8917X1218,,,,,,,,,,
602,0699.HK,CAR Inc,Hong Kong,HK,HKD,Common Stock,KYG190211071,,,,,,,,,,
603,0700.HK,Tencent Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG875721634,,,Internet Content & Information,Communication Services,5.6845045,4847293169664.0,474.94858,582.72284,0.35331002,0.45243
604,0701.HK,CNT Group Limited,Hong Kong,HK,HKD,Common Stock,BMG2237T1009,,,,,,,,,,
605,0702.HK,Sino Oil and Gas Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG8184U1154,,,,,,,,,,
606,0703.HK,Future Bright Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG3698L1072,,,,,,,,,,
607,0707.HK,Asia Television Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG0541Y1127,,,,,,,,,,
608,0708.HK,China Evergrande New Energy Vehicle Group Limited,Hong Kong,HK,HKD,Common Stock,HK0000264595,,,Medical Care Facilities,Healthcare,6.902357,80105472000.0,10.975715,38.253216,-0.55347997,0.093839996
609,0709.HK,Giordano International Limited,Hong Kong,HK,HKD,Common Stock,BMG6901M1010,,,,,,,,,,
610,0710.HK,BOE Varitronix Limited,Hong Kong,HK,HKD,Common Stock,BMG1223L1054,,,,,,,,,,
611,0711.HK,Asia Allied Infrastructure Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG0578N1048,,,,,,,,,,
612,0711-OL.HK,CHUN WO DEV,Hong Kong,HK,HKD,Common Stock,,,,,,,,,,,
613,0712.HK,Comtec Solar Systems Group Limited,Hong Kong,HK,HKD,Common Stock,KYG234201138,,,,,,,,,,
614,0713.HK,World Houseware (Holdings) Limited,Hong Kong,HK,HKD,Common Stock,KYG9768F1028,,,,,,,,,,
615,0715.HK,China Oceanwide Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG2117K1045,,,,,,,,,,
616,0716.HK,Singamas Container Holdings Limited,Hong Kong,HK,HKD,Common Stock,HK0716002271,,,,,,,,,,
617,0717.HK,Emperor Capital Group Limited,Hong Kong,HK,HKD,Common Stock,BMG313751015,,,,,,,,,,
618,0718.HK,Tai United Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG8661J1045,,,,,,,,,,
619,0719.HK,Shandong Xinhua Pharmaceutical Company Limited,Hong Kong,HK,HKD,Common Stock,CNE100000411,,,,,,,,,,
620,0720.HK,Auto Italia Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG066391019,,,,,,,,,,
621,0721.HK,China Financial International Investments Limited,Hong Kong,HK,HKD,Common Stock,BMG2110W1055,,,,,,,,,,
622,0722.HK,UMP Healthcare Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG9320W1069,,,,,,,,,,
623,0724.HK,Ruixin International Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG7713S1127,,,,,,,,,,
624,0725.HK,Perennial International Limited,Hong Kong,HK,HKD,Common Stock,BMG7004P1086,,,,,,,,,,
625,0726.HK,DIT Group Limited,Hong Kong,HK,HKD,Common Stock,BMG2773V2045,,,,,,,,,,
626,0727.HK,Crown International Corporation Limited,Hong Kong,HK,HKD,Common Stock,HK0000313244,,,,,,,,,,
627,0728.HK,China Telecom Corporation Limited,Hong Kong,HK,HKD,Common Stock,CNE1000002V2,,,Telecom Services,Communication Services,0.67913604,246843801600.0,2.946,2.6548572,0.05294,0.52137
628,0730.HK,Shougang Concord Grand (Group) Limited,Hong Kong,HK,HKD,Common Stock,BMG8114P1032,,,,,,,,,,
629,0732.HK,Truly International Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG910191363,,,,,,,,,,
630,0733.HK,Hopefluent Group Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG459921071,,,,,,,,,,
631,0733-OL.HK,HOPEFLUENT,Hong Kong,HK,HKD,Common Stock,,,,,,,,,,,
632,0736.HK,China Properties Investment Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG2157U1945,,,,,,,,,,
633,0737.HK,Shenzhen Investment Holdings Bay Area Development Company Limited,Hong Kong,HK,HKD,Common Stock,KYG8088A1168,,,,,,,,,,
634,0738.HK,Le Saunda Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG5456B1063,,,,,,,,,,
635,0743.HK,Asia Cement (China) Holdings Corporation,Hong Kong,HK,HKD,Common Stock,KYG0539C1069,,,,,,,,,,
636,0745.HK,China National Culture Group Limited,Hong Kong,HK,HKD,Common Stock,KYG2116P1384,,,,,,,,,,
637,0746.HK,Lee & Man Chemical Company Limited,Hong Kong,HK,HKD,Common Stock,KYG5427E1145,,,,,,,,,,
638,0747.HK,Shenyang Public Utility Holdings Company Limited,Hong Kong,HK,HKD,Common Stock,CNE100000460,,,,,,,,,,
639,0750.HK,China Shuifa Singyes Energy Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG2161E1113,,,,,,,,,,
640,0751.HK,Skyworth Group Limited,Hong Kong,HK,HKD,Common Stock,BMG8181C1001,,,,,,,,,,
641,0752.HK,Pico Far East Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG7082H1276,,,,,,,,,,
642,0753.HK,Air China Limited,Hong Kong,HK,HKD,Common Stock,CNE1000001S0,,,,,,,,,,
643,0754.HK,Hopson Development Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG4600H1198,,,,,,,,,,
644,0755.HK,Shanghai Zendai Property Limited,Hong Kong,HK,HKD,Common Stock,BMG8064K1045,,,,,,,,,,
645,0755-OL.HK,SHANGHAI ZENDAI,Hong Kong,HK,HKD,Common Stock,,,,,,,,,,,
646,0756.HK,Summi (Group) Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG8566A1094,,,,,,,,,,
647,0757.HK,Solargiga Energy Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG8268W1024,,,,,,,,,,
648,0758.HK,Macrolink Capital Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG8015D1002,,,,,,,,,,
649,0759.HK,CEC International Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG1988W1064,,,,,,,,,,
650,0760.HK,Talent Property Group Limited,Hong Kong,HK,HKD,Common Stock,BMG8668U1027,,,,,,,,,,
651,0762.HK,China Unicom (Hong Kong) Limited,Hong Kong,HK,HKD,Common Stock,HK0000049939,,,Telecom Services,Communication Services,0.41787687,136467529728.0,4.2414284,4.428803,0.04217,0.55055
652,0763.HK,ZTE Corporation,Hong Kong,HK,HKD,Common Stock,CNE1000004Y2,,,Communication Equipment,Technology,2.672772,168470446080.0,27.347143,22.436787,0.06039,0.33069
653,0764.HK,Eternity Investment Limited,Hong Kong,HK,HKD,Common Stock,BMG320501254,,,,,,,,,,
654,0765.HK,Perfectech International Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG7004C1073,,,,,,,,,,
655,0767.HK,Zhong Ji Longevity Science Group Limited,Hong Kong,HK,HKD,Common Stock,BMG989M11008,,,,,,,,,,
656,0768.HK,UBA Investments Limited,Hong Kong,HK,HKD,Common Stock,KYG9158X1016,,,,,,,,,,
657,0769.HK,China Rare Earth Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG210891001,,,,,,,,,,
658,0771.HK,Automated Systems Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG0666H1007,,,,,,,,,,
659,0772.HK,China Literature Limited,Hong Kong,HK,HKD,Common Stock,KYG2121R1039,,,,,,,,,,
660,0775.HK,CK Life Sciences Int'l. (Holdings) Inc,Hong Kong,HK,HKD,Common Stock,KYG2176J1058,,,,,,,,,,
661,0776.HK,Imperium Group Global Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG4750S1131,,,,,,,,,,
662,0777.HK,NetDragon Websoft Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG6427W1042,,,,,,,,,,
663,0778.HK,Fortune Real Estate Investment Trust,Hong Kong,HK,HKD,Common Stock,SG1O33912138,,,,,,,,,,
664,0780.HK,Tongcheng-Elong Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG8918W1069,,,,,,,,,,
665,0784.HK,Ling Yui Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG5496R1039,,,,,,,,,,
666,0788.HK,China Tower Corporation Limited,Hong Kong,HK,HKD,Common Stock,CNE100003688,,,,,,,,,,
667,0789.HK,Artini Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG051121264,,,,,,,,,,
668,0794.HK,Come Sure Group (Holdings) Limited,Hong Kong,HK,HKD,Common Stock,KYG2298N1097,,,,,,,,,,
669,0794-OL.HK,COME SURE GROUP,Hong Kong,HK,HKD,Common Stock,,,,,,,,,,,
670,0798.HK,China Electronics Optics Valley Union Holding Company Limited,Hong Kong,HK,HKD,Common Stock,KYG2119Q1091,,,,,,,,,,
671,0799.HK,IGG Inc,Hong Kong,HK,HKD,Common Stock,KYG6771K1022,,,,,,,,,,
672,0800.HK,A8 New Media Group Limited,Hong Kong,HK,HKD,Common Stock,KYG0119G1055,,,,,,,,,,
673,0800-OL.HK,A8 NEW MEDIA,Hong Kong,HK,HKD,Common Stock,,,,,,,,,,,
674,0802.HK,China e-Wallet Payment Group Limited,Hong Kong,HK,HKD,Common Stock,BMG2114Y1075,,,,,,,,,,
675,0804.HK,Pinestone Capital Limited,Hong Kong,HK,HKD,Common Stock,KYG7110K1004,,,,,,,,,,
676,0806.HK,Value Partners Group Limited,Hong Kong,HK,HKD,Common Stock,KYG931751005,,,,,,,,,,
677,0807.HK,SIIC Environment Holdings Ltd,Hong Kong,HK,HKD,Common Stock,SG1BI7000000,,,,,,,,,,
678,0808.HK,Prosperity Real Estate Investment Trust,Hong Kong,HK,HKD,Common Stock,HK0808032913,,,,,,,,,,
679,0809.HK,Global Bio-chem Technology Group Company Limited,Hong Kong,HK,HKD,Common Stock,KYG3919S1057,,,,,,,,,,
680,0810.HK,China Internet Investment Finance Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG2118R2078,,,,,,,,,,
681,0811.HK,Xinhua Winshare Publishing and Media Co. Ltd,Hong Kong,HK,HKD,Common Stock,CNE1000004B0,,,,,,,,,,
682,0811-OL.HK,XINHUA WINSHARE,Hong Kong,HK,HKD,Common Stock,,,,,,,,,,,
683,0812.HK,Southwest Securities International Securities Limited,Hong Kong,HK,HKD,Common Stock,BMG8301A1099,,,,,,,,,,
684,0813.HK,Shimao Group Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG810431042,,,,,,,,,,
685,0814.HK,Beijing Jingkelong Company Limited,Hong Kong,HK,HKD,Common Stock,CNE100000247,,,,,,,,,,
686,0815.HK,China Silver Group Limited,Hong Kong,HK,HKD,Common Stock,KYG211771038,,,,,,,,,,
687,0815-OL.HK,CHI SILVER GP,Hong Kong,HK,HKD,Common Stock,,,,,,,,,,,
688,0817.HK,China Jinmao Holdings Group Limited,Hong Kong,HK,HKD,Common Stock,HK0817039453,,,,,,,,,,
689,0818.HK,Hi Sun Technology (China) Limited,Hong Kong,HK,HKD,Common Stock,BMG4512G1261,,,,,,,,,,
690,0819.HK,Tianneng Power International Limited,Hong Kong,HK,HKD,Common Stock,KYG8655K1094,,,,,,,,,,
691,0820.HK,HSBC China Dragon Fund,Hong Kong,HK,HKD,Common Stock,HK0820038419,,,,,,,,,,
692,0821.HK,Value Convergence Holdings Limited,Hong Kong,HK,HKD,Common Stock,HK0000048543,,,,,,,,,,
693,0822.HK,Ka Shui International Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG5217R1011,,,,,,,,,,
694,0823.HK,Link Real Estate Investment Trust,Hong Kong,HK,HKD,Common Stock,HK0823032773,,,,,,,,,,
695,0825.HK,New World Department Store China Limited,Hong Kong,HK,HKD,Common Stock,KYG650071098,,,,,,,,,,
696,0826.HK,Tiangong International Company Limited,Hong Kong,HK,HKD,Common Stock,KYG888311134,,,,,,,,,,
697,0827.HK,Ko Yo Chemical (Group) Limited,Hong Kong,HK,HKD,Common Stock,KYG5319F1384,,,,,,,,,,
698,0828.HK,Dynasty Fine Wines Group Limited,Hong Kong,HK,HKD,Common Stock,KYG2950W1087,,,,,,,,,,
699,0829.HK,Shenguan Holdings (Group) Limited,Hong Kong,HK,HKD,Common Stock,KYG8116M1087,,,,,,,,,,
700,0830.HK,China State Construction Development Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG8438L1014,,,,,,,,,,
701,0830-OL.HK,FAR EAST GLOBAL,Hong Kong,HK,HKD,Common Stock,,,,,,,,,,,
702,0831.HK,Convenience Retail Asia Limited,Hong Kong,HK,HKD,Common Stock,KYG239801080,,,,,,,,,,
703,0832.HK,Central China Real Estate Limited,Hong Kong,HK,HKD,Common Stock,KYG207681001,,,,,,,,,,
704,0833.HK,Alltronics Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG022791266,,,,,,,,,,
705,0834.HK,China Kangda Food Company Limited,Hong Kong,HK,HKD,Common Stock,BMG2110F1023,,,,,,,,,,
706,0836.HK,China Resources Power Holdings Company Limited,Hong Kong,HK,HKD,Common Stock,HK0836012952,,,,,,,,,,
707,0837.HK,Carpenter Tan Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG1991G1064,,,,,,,,,,
708,0838.HK,EVA Precision Industrial Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG321481015,,,,,,,,,,
709,0839.HK,China Education Group Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG2163M1033,,,,,,,,,,
710,0840.HK,Xinjiang Tianye Water Saving Irrigation System Company Limited,Hong Kong,HK,HKD,Common Stock,CNE1000004P0,,,,,,,,,,
711,0840-OL.HK,TIANYE WATER,Hong Kong,HK,HKD,Common Stock,,,,,,,,,,,
712,0841.HK,Asia Cassava Resources Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG053931062,,,,,,,,,,
713,0842.HK,Leoch International Technology Limited,Hong Kong,HK,HKD,Common Stock,KYG546541015,,,,,,,,,,
714,0842-OL.HK,LEOCH INT'L,Hong Kong,HK,HKD,Common Stock,,,,,,,,,,,
715,0844.HK,Greatime International Holdings Limited,Hong Kong,HK,HKD,Common Stock,VGG4166C1086,,,,,,,,,,
716,0845.HK,Glorious Property Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG3940K1058,,,,,,,,,,
717,0848.HK,Maoye International Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG5804G1047,,,,,,,,,,
718,0851.HK,Sheng Yuan Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG8115Q1261,,,,,,,,,,
719,0852.HK,Strong Petrochemical Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG853951203,,,,,,,,,,
720,0853.HK,MicroPort Scientific Corporation,Hong Kong,HK,HKD,Common Stock,KYG608371046,,,,,,,,,,
721,0854.HK,Willas-Array Electronics (Holdings) Limited,Hong Kong,HK,HKD,Common Stock,BMG9643L1349,,,,,,,,,,
722,0855.HK,China Water Affairs Group Limited,Hong Kong,HK,HKD,Common Stock,BMG210901242,,,,,,,,,,
723,0856.HK,VSTECS Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG9400C1116,,,,,,,,,,
724,0856-OL.HK,VST HOLDINGS,Hong Kong,HK,HKD,Common Stock,,,,,,,,,,,
725,0857.HK,PetroChina Company Limited,Hong Kong,HK,HKD,Common Stock,CNE1000003W8,,,Oil & Gas Integrated,Energy,0.48173484,1030551896064.0,3.2628572,3.1176429,0.046350002,0.34153
726,0858.HK,Extrawell Pharmaceutical Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG3285Q1134,,,,,,,,,,
727,0859.HK,Zhongchang International Holdings Group Limited,Hong Kong,HK,HKD,Common Stock,BMG9898M1001,,,,,,,,,,
728,0860.HK,Apollo Future Mobility Group Limited,Hong Kong,HK,HKD,Common Stock,KYG0410B1023,,,,,,,,,,
729,0861.HK,Digital China Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG2759B1072,,,,,,,,,,
730,0862.HK,Vision Values Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG9375G1212,,,,,,,,,,
731,0862-OL.HK,VISION VALUES,Hong Kong,HK,HKD,Common Stock,,,,,,,,,,,
732,0863.HK,BC Technology Group Limited,Hong Kong,HK,HKD,Common Stock,KYG1106B1095,,,,,,,,,,
733,0864.HK,Wing Lee Property Investments Limited,Hong Kong,HK,HKD,Common Stock,BMG9705S1008,,,,,,,,,,
734,0865.HK,Jiande International Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG5139V1077,,,,,,,,,,
735,0866.HK,China Qinfa Group Limited,Hong Kong,HK,HKD,Common Stock,KYG2159E1070,,,,,,,,,,
736,0866-OL.HK,CHINA QINFA,Hong Kong,HK,HKD,Common Stock,,,,,,,,,,,
737,0867.HK,China Medical System Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG211081248,,,,,,,,,,
738,0868.HK,Xinyi Glass Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG9828G1082,,,,,,,,,,
739,0868-OL.HK,XINYI GLASS,Hong Kong,HK,HKD,Common Stock,,,,,,,,,,,
740,0869.HK,Playmates Toys Limited,Hong Kong,HK,HKD,Common Stock,BMG7147S1008,,,,,,,,,,
741,0871.HK,China Dredging Environment Protection Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG2116C1116,,,,,,,,,,
742,0872.HK,TUS International Limited,Hong Kong,HK,HKD,Common Stock,KYG9135P1063,,,,,,,,,,
743,0872-OL.HK,JH AUTO SAFETY,Hong Kong,HK,HKD,Common Stock,,,,,,,,,,,
744,0873.HK,Shimao Services Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG8104A1085,,,,,,,,,,
745,0874.HK,Guangzhou Baiyunshan Pharmaceutical Holdings Company Limited,Hong Kong,HK,HKD,Common Stock,CNE100000387,,,,,,,,,,
746,0875.HK,China Finance Investment Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG2162U1229,,,,,,,,,,
747,0876.HK,Kaisa Health Group Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG522111027,,,,,,,,,,
748,0878.HK,Soundwill Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG8277H1530,,,,,,,,,,
749,0880.HK,SJM Holdings Limited,Hong Kong,HK,HKD,Common Stock,HK0880043028,,,Resorts & Casinos,Consumer Cyclical,1.7076166,39486005248.0,6.7465715,8.804857,-0.36848998,0.54297
750,0881.HK,Zhongsheng Group Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG9894K1085,,,,,,,,,,
751,0881-OL.HK,ZHONGSHENG HLDG,Hong Kong,HK,HKD,Common Stock,,,,,,,,,,,
752,0882.HK,Tianjin Development Holdings Limited,Hong Kong,HK,HKD,Common Stock,HK0882007260,,,,,,,,,,
753,0883.HK,CNOOC Limited,Hong Kong,HK,HKD,Common Stock,HK0883013259,,,Oil & Gas E&P,Energy,0.80399424,348697001984.0,8.163143,8.559718,0.16062,0.76887
754,0884.HK,CIFI Holdings (Group) Co. Ltd,Hong Kong,HK,HKD,Common Stock,KYG2140A1076,,,,,,,,,,
755,0886.HK,Silver Base Group Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG816941044,,,,,,,,,,
756,0887.HK,Emperor Watch & Jewellery Limited,Hong Kong,HK,HKD,Common Stock,HK0000047982,,,,,,,,,,
757,0888.HK,Bison Finance Group Limited,Hong Kong,HK,HKD,Common Stock,BMG114281022,,,,,,,,,,
758,0889.HK,Datronix Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG2660A1071,,,,,,,,,,
759,0893.HK,China Vanadium Titano-Magnetite Mining Company Limited,Hong Kong,HK,HKD,Common Stock,KYG211321081,,,,,,,,,,
760,0894.HK,Man Yue Technology Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG5803Y1066,,,,,,,,,,
761,0894-OL.HK,MAN YUE TECH,Hong Kong,HK,HKD,Common Stock,,,,,,,,,,,
762,0895.HK,Dongjiang Environmental Company Limited,Hong Kong,HK,HKD,Common Stock,CNE1000001B6,,,,,,,,,,
763,0896.HK,Hanison Construction Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG428581030,,,,,,,,,,
764,0897.HK,Wai Yuen Tong Medicine Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG9421Y2332,,,,,,,,,,
765,0899.HK,Asia Resources Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG0536F1775,,,,,,,,,,
766,0900.HK,AEON Credit Service (Asia) Company Limited,Hong Kong,HK,HKD,Common Stock,HK0900002681,,,,,,,,,,
767,0901.HK,Goldstone Investment Group Limited,Hong Kong,HK,HKD,Common Stock,KYG4083F1019,,,,,,,,,,
768,0902.HK,Huaneng Power International Inc,Hong Kong,HK,HKD,Common Stock,CNE1000006Z4,,,,,,,,,,
769,0904.HK,China Green (Holdings) Limited,Hong Kong,HK,HKD,Common Stock,BMG211801235,,,,,,,,,,
770,0905.HK,Global Mastermind Capital Limited,Hong Kong,HK,HKD,Common Stock,BMG3932X1231,,,,,,,,,,
771,0906.HK,CPMC Holdings Limited,Hong Kong,HK,HKD,Common Stock,HK0000057171,,,,,,,,,,
772,0907.HK,Elegance Optical International Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG3000U1009,,,,,,,,,,
773,0908.HK,Zhuhai Holdings Investment Group Limited,Hong Kong,HK,HKD,Common Stock,BMG9895L1054,,,,,,,,,,
774,0908-OL.HK,ZHUHAI H INV,Hong Kong,HK,HKD,Common Stock,,,,,,,,,,,
775,0909.HK,Ming Yuan Cloud Group Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG6142R1092,,,,,,,,,,
776,0910.HK,China Sandi Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG2118U1018,,,,,,,,,,
777,0911.HK,Qianhai Health Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG7307F1046,,,,,,,,,,
778,0912.HK,Suga International Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG8550G1042,,,,,,,,,,
779,0913.HK,Unity Investments Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG9285J4055,,,,,,,,,,
780,0914.HK,Anhui Conch Cement Company Limited,Hong Kong,HK,HKD,Common Stock,CNE1000001W2,,,Building Materials,Basic Materials,1.5271457,278062039040.0,41.34,45.405716,0.18619,0.27651
781,0915.HK,Daohe Global Group Limited,Hong Kong,HK,HKD,Common Stock,BMG2751X1314,,,,,,,,,,
782,0916.HK,China Longyuan Power Group Corporation Limited,Hong Kong,HK,HKD,Common Stock,CNE100000HD4,,,Utilities—Renewable,Utilities,2.265255,130671697920.0,13.750857,11.979571,0.19206,0.73874
783,0919.HK,Modern Healthcare Technology Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG618101003,,,,,,,,,,
784,0921.HK,Hisense Home Appliances Group Co. Ltd,Hong Kong,HK,HKD,Common Stock,CNE100000353,,,,,,,,,,
785,0921-OL.HK,HISENSE KELON,Hong Kong,HK,HKD,Common Stock,,,,,,,,,,,
786,0922.HK,Anxian Yuan China Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG0400Q1197,,,,,,,,,,
787,0923.HK,Integrated Waste Solutions Group Holdings Limited,Hong Kong,HK,HKD,Common Stock,KYG4812S1012,,,,,,,,,,
788,0924.HK,Khoon Group Limited,Hong Kong,HK,HKD,Common Stock,KYG5271A1013,,,,,,,,,,
789,0925.HK,Beijing Properties (Holdings) Limited,Hong Kong,HK,HKD,Common Stock,BMG1145H1097,,,,,,,,,,
790,0926.HK,Besunyen Holdings Company Limited,Hong Kong,HK,HKD,Common Stock,KYG107051040,,,,,,,,,,
791,0927.HK,Fujikon Industrial Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG3685C1029,,,,,,,,,,
792,0928.HK,Life Healthcare Group Limited,Hong Kong,HK,HKD,Common Stock,KYG5924H1231,,,,,,,,,,
793,0929.HK,IPE Group Limited,Hong Kong,HK,HKD,Common Stock,KYG4935G1091,,,,,,,,,,
794,0931.HK,China LNG Group Limited,Hong Kong,HK,HKD,Common Stock,KYG2117J1316,,,,,,,,,,
795,0932.HK,Shunten International (Holdings) Limited,Hong Kong,HK,HKD,Common Stock,KYG811881070,,,,,,,,,,
796,0934.HK,Sinopec Kantons Holdings Limited,Hong Kong,HK,HKD,Common Stock,BMG8165U1009,,,,,,,,,,
